Heading	Description	EventCatId	LogEvent	DisplayEvent	EventType	OverrideAlarm	Priority	RestoreEventCode	SendResetToPanel	ReponseRequired	Required2ndResponse	EventCode	EventClass	Auditting	UpdateStatus	StatusOptions	MobileNotification	EventColor	ChallengerCos	ChEvent	ChSubEvent	oPoint	sPoint	oUser	sUser	oJob	sJob	oFloor	sFloor	oRegion	sRegion				PageOnEvent	PageOnAck	PageOnRemoval
	Access denied - lockout timer active	6	1	1	0	0	60	0	0	0	0	640	56	0	0	2	0		14	e0	0	1	1	4	3	1	2	0	0	0	0	0	0	0	1	0	0
	Access denied - maximum users in region	6	1	1	0	0	80	0	0	0	0	246	15	0	1	2	0		14	f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - interlock active	6	1	1	0	0	80	0	0	0	0	247	14	0	0	2	0		14	f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Access denied - too few HSU in region	6	1	1	0	0	80	0	0	0	0	248	62	0	0	2	0		14	f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Floor Event Category										0																											
	Floor auto secured	6	1	1	0	0	80	0	0	0	0	128	36	0	1	0	0		5	80	0	302	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Floor auto accessed	6	1	1	0	0	80	128	0	0	0	129	36	0	1	0	0		5	81	0	302	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
	Floor secured	6	1	1	0	0	80	0	0	0	0	130	37	0	1	2	0		5	82	0	302	1	4	2	0	0	1	1	0	0	0	0	0	0	0	0
	Floor accessed	6	1	1	0	0	80	130	0	0	0	131	37	0	1	2	0		5	83	0	302	1	4	2	0	0	1	1	0	0	0	0	0	0	0	0
	Floor landed	6	1	1	0	0	80	0	0	0	0	173	36	0	1	0	0		5	ad	0	302	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Frame Camera - Counter Event Category										0																											
	Film low	7	1	1	1	0	80	257	0	1	0	255	48	0	1	1	0	EF1111	13	ff	0	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Film out	7	1	1	1	0	80	258	0	1	0	256	48	0	1	1	0	EF1111	13	ff	1	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Camera fault	7	1	1	2	0	80	0	0	0	0	296	48	0	1	0	0		13	ff	2	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Film out restored	7	1	1	2	0	80	0	0	0	0	258	48	0	1	0	0		13	ff	3	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Film low restored	7	1	1	2	0	80	0	0	0	0	257	48	0	1	0	0		13	ff	29	202	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Automation Event Category										0																											
	On	8	1	1	0	0	60	210	0	0	0	209	19	0	1	0	0		22	d1	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	Off	8	1	1	0	0	60	0	0	0	0	210	19	0	1	0	0		22	d2	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0
	On level	8	1	1	0	0	60	210	0	0	0	211	19	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Off level	8	1	1	0	0	60	210	0	0	0	212	19	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relay Event Category										0																											
	Output active	9	1	1	0	0	80	133	0	0	0	132	46	0	1	0	0		8	84	0	101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	Output normal	9	1	1	0	0	80	0	0	0	0	133	46	0	1	0	0		8	85	0	101	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Client Event Category										0																											
	Client error	10	1	1	1	0	60	0	0	1	1	770	20	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Client connected	10	1	1	1	0	60	0	0	1	1	771	20	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Client disconnected	10	1	1	1	0	60	0	0	1	1	772	20	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Client lockout	10	1	1	1	0	60	0	0	1	1	796	20	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
System Event Category										0																											
	System event	11	1	1	0	0	60	0	0	0	0	1281	7	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Panel license exceeded	11	1	1	0	0	60	0	0	0	0	1282	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Client license exceeded	11	1	1	0	0	60	0	0	0	0	1283	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	System control connection lost	11	1	1	0	0	60	0	0	0	0	1284	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	No unacknowledge alarm	11	1	1	0	0	60	0	0	0	0	1538	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Alarm incident begin	11	1	1	0	0	60	0	0	0	0	1305	5	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Alarm incident end	11	1	1	0	0	60	0	0	0	0	1306	5	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Alarm escalated	11	1	1	0	0	60	0	0	0	0	1285	5	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Database sync	11	0	0	0	0	60	0	0	0	0	1286	10	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Database Changed										0																											
	Database added	12	1	1	0	0	60	0	0	0	0	705	8	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Database modified	12	1	1	0	0	60	0	0	0	0	706	8	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Database deleted	12	1	1	0	0	60	0	0	0	0	707	8	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Database error	12	1	1	0	0	60	0	0	0	0	713	0	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
skipped	Added to cluster :	12	1	1	0	0	60	0	0	0	0	708	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
skipped	Rem from cluster :	12	1	1	0	0	60	0	0	0	0	709	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Report										0																											
	Report started	12	1	0	0	0	60	0	0	1	1	773	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Report complete	12	1	0	0	0	60	0	0	1	1	774	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Report printed	12	1	0	0	0	60	0	0	1	1	775	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Report exported	12	1	0	0	0	60	0	0	1	1	776	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Report error	12	1	0	1	0	60	0	0	1	1	777	0	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Operator Event Category										0																											
	Operator logout	12	1	1	0	0	80	0	0	0	0	897	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator login	12	1	1	0	0	80	0	0	0	0	898	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator login fail	12	1	1	0	0	80	0	0	0	0	899	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Password login password mismatch	12	1	1	0	0	50	0	0	0	0	900	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator lockout	12	1	1	1	0	40	0	0	1	1	901	6	0	0	0	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator logout due to inactivity	12	1	1	0	0	60	0	0	0	0	902	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator task start	12	1	1	0	0	60	0	0	0	0	903	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator task end	12	1	1	0	0	60	0	0	0	0	905	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator password reset	12	1	1	0	0	50	0	0	0	0	908	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Retrieve request	12	1	1	0	0	50	0	0	0	0	906	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Send request	12	1	1	0	0	50	0	0	0	0	907	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Audit event responded	12	1	1	0	0	60	0	0	0	0	961	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Audit state changed	12	1	1	0	0	60	0	0	0	0	967	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator unlock door	12	1	1	0	0	60	0	0	0	0	909	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator lock door	12	1	1	0	0	60	0	0	0	0	910	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator open door	12	1	1	0	0	60	0	0	0	0	904	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator enable door	12	1	1	0	0	60	0	0	0	0	911	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator disable door	12	1	1	0	0	60	0	0	0	0	912	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator arm area	12	1	1	0	0	60	0	0	0	0	913	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator disarm area	12	1	1	0	0	60	0	0	0	0	914	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator isolate input	12	1	1	0	0	60	0	0	0	0	915	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator de-isolate input	12	1	1	0	0	60	0	0	0	0	916	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator reset input	12	1	1	0	0	60	0	0	0	0	917	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator set relay	12	1	1	0	0	60	0	0	0	0	918	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator reset relay	12	1	1	0	0	60	0	0	0	0	919	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator isolate RAS	12	1	1	0	0	60	0	0	0	0	920	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator de-isolate RAS	12	1	1	0	0	60	0	0	0	0	921	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator isolate DGP	12	1	1	0	0	60	0	0	0	0	922	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator de-isolate DGP	12	1	1	0	0	60	0	0	0	0	923	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator test battery	12	1	1	0	0	60	0	0	0	0	924	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator turn on automation zone	12	1	1	0	0	60	0	0	0	0	925	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator turn off automation zone	12	1	1	0	0	60	0	0	0	0	926	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator trigger automation zone	12	1	1	0	0	60	0	0	0	0	935	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator set automation zone level	12	1	1	0	0	60	0	0	0	0	936	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator secure floor	12	1	1	0	0	60	0	0	0	0	927	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator access floor	12	1	1	0	0	60	0	0	0	0	928	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator activate event macro	12	1	1	0	0	60	0	0	0	0	929	9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator respond alarm	12	1	1	0	0	60	0	0	0	0	930	9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator acknowledge alarm	12	1	1	0	0	60	0	0	0	0	931	9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator delete alarm	12	1	1	0	0	60	0	0	0	0	932	9	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator disable panel	12	1	1	0	0	60	0	0	0	0	933	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator enable panel	12	1	1	0	0	60	0	0	0	0	934	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator cancel battery test	12	1	1	0	0	60	0	0	0	0	937	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator export panel	12	1	1	0	0	80	0	0	0	0	938	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator import panel	12	1	1	0	0	80	0	0	0	0	939	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator export system	12	1	1	0	0	80	0	0	0	0	940	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator import system	12	1	1	0	0	80	0	0	0	0	941	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator select system	12	1	1	0	0	80	0	0	0	0	942	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator reset device	12	1	1	0	0	80	0	0	0	0	943	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator request diagnostics info	12	1	1	0	0	80	0	0	0	0	944	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator request status	12	1	1	0	0	80	0	0	0	0	945	55	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator request firmware download	12	1	1	0	0	60	0	0	1	1	946	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator reset input test	12	1	1	0	0	60	0	0	1	1	947	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator isolate door alarms	12	1	1	0	0	60	0	0	1	1	948	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator de-isolate door alarms	12	1	1	0	0	60	0	0	1	1	949	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	Operator apply hardware license	12	1	1	0	0	60	0	0	1	1	950	6	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
User Event Category										0																											
	In region too long	13	1	1	1	0	30	1986	0	1	0	1985	1	0	0	1	0	EF1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	In region too long restore	13	1	1	2	0	30	0	0	0	0	1986	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	User activated	13	1	1	0	0	50	0	0	0	0	1318	12	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
	User expired	13	1	1	0	0	50	0	0	0	0	1319	12	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
